,Name,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
2641,John McCullough,Career,,,NBA,,8,0,2.9,1.1,1.6,.692,0.0,0.0,,1.1,1.6,.692,.692,0.4,0.6,.600,0.1,0.4,0.5,0.4,0.3,0.0,0.4,0.4,2.6
2642,Clint McDaniel,Career,,,NBA,,12,0,5.9,0.7,1.9,.348,0.2,0.5,.333,0.5,1.4,.353,.391,1.0,1.3,.750,0.3,0.6,0.8,0.6,0.4,0.0,0.2,0.8,2.5
2643,Xavier McDaniel,Career,,,NBA,,870,529,29.0,6.5,13.4,.485,0.1,0.3,.261,6.4,13.1,.491,.489,2.5,3.5,.718,2.4,3.7,6.1,2.0,0.9,0.5,2.2,2.9,15.6
2644,Jim McDaniels,Career,,,TOT,,271,,19.3,4.2,9.1,.466,0.0,0.0,,4.2,9.1,.466,.466,1.5,2.1,.720,2.2,4.8,6.5,1.1,0.2,0.6,2.0,2.5,10.0
2645,K.J. McDaniels,Career,,,NBA,,148,16,14.1,1.9,4.6,.412,0.5,1.6,.290,1.4,2.9,.479,.464,1.1,1.4,.776,0.6,1.5,2.2,0.6,0.5,0.6,1.0,1.4,5.3
2646,Doug McDermott,Career,,,NBA,,246,11,20.5,3.0,6.6,.449,1.1,2.7,.399,1.9,3.9,.484,.531,0.8,1.0,.816,0.4,1.9,2.3,0.8,0.2,0.1,0.6,1.3,7.8
2647,Ben McDonald,Career,,,NBA,,176,75,21.0,2.6,5.6,.468,0.1,0.3,.227,2.6,5.4,.479,.473,0.7,1.0,.727,1.2,2.0,3.2,1.3,0.4,0.1,0.8,2.8,6.0
2649,Michael McDonald,Career,,,NBA,,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2650,Roderick McDonald,Career,,,ABA,,87,,6.7,1.3,2.9,.448,0.0,0.1,.375,1.2,2.8,.450,.454,0.7,0.9,.704,1.0,1.3,2.3,0.5,,,0.6,1.1,3.2
2651,Hank McDowell,Career,,,NBA,,206,1,9.0,1.1,2.5,.451,0.0,0.0,.000,1.1,2.4,.457,.451,0.7,1.0,.710,0.9,1.3,2.3,0.5,0.2,0.1,0.6,1.3,2.9
2652,Antonio McDyess,Career,,,NBA,,1015,645,27.6,5.0,10.0,.497,0.0,0.1,.117,5.0,10.0,.499,.497,2.1,3.1,.670,2.4,5.1,7.5,1.3,0.8,1.1,1.6,3.0,12.0
2653,Jim McElroy,Career,,,NBA,,418,17,24.3,3.9,8.4,.468,0.0,0.2,.206,3.9,8.3,.471,.469,2.0,2.6,.764,0.6,1.4,2.0,3.5,0.9,0.3,2.1,1.7,9.9
2654,Patrick McFarland,Career,,,ABA,,148,,13.4,2.8,6.1,.458,0.1,0.3,.262,2.7,5.8,.468,.465,0.7,0.9,.771,0.8,1.2,2.0,1.5,0.5,0.1,1.2,1.0,6.4
2655,Ivan McFarlin,Career,,,NBA,,11,0,3.7,0.5,1.2,.385,0.0,0.1,.000,0.5,1.1,.417,.385,0.5,0.6,.714,0.6,0.4,1.0,0.1,0.0,0.0,0.1,0.7,1.4
2657,Mitch McGary,Career,,,NBA,,52,2,10.7,1.9,3.6,.527,0.0,0.1,.000,1.9,3.5,.544,.527,0.6,1.0,.580,1.1,2.4,3.5,0.3,0.3,0.3,0.7,1.6,4.4
2658,JaVale McGee,Career,,,NBA,,540,179,16.9,3.2,5.7,.557,0.0,0.0,.067,3.2,5.7,.560,.557,1.2,2.0,.581,1.8,3.0,4.8,0.3,0.4,1.5,0.9,2.1,7.5
2659,Mike McGee,Career,,,NBA,,520,136,17.8,4.0,8.2,.487,0.6,1.7,.354,3.4,6.6,.521,.523,0.9,1.6,.597,1.0,1.1,2.1,1.2,0.7,0.1,1.2,1.9,9.6
2661,George McGinnis,Career,,,TOT,,842,4,33.5,7.6,16.6,.458,0.2,0.6,.273,7.5,16.2,.462,.461,4.9,7.4,.664,3.7,7.2,11.0,3.7,1.9,0.5,4.0,3.8,20.2
2663,Tracy McGrady,Career,,,NBA,,938,703,32.7,7.2,16.4,.435,1.2,3.4,.338,6.0,13.0,.461,.470,4.1,5.5,.746,1.4,4.2,5.6,4.4,1.2,0.9,2.2,1.8,19.6
2666,Rodney McGruder,Career,,,NBA,,80,65,25.0,2.4,5.9,.415,1.0,2.8,.336,1.5,3.1,.488,.496,0.6,0.9,.620,1.2,2.0,3.2,1.6,0.6,0.2,0.7,1.8,6.4
2670,Dominic McGuire,Career,,,NBA,,342,84,15.6,1.1,2.7,.419,0.0,0.0,.188,1.1,2.7,.423,.420,0.5,0.7,.658,1.0,2.4,3.4,1.2,0.5,0.5,0.7,1.5,2.7
2671,Kevin McHale,Career,,,NBA,,971,400,31.0,7.0,12.7,.554,0.0,0.2,.261,7.0,12.5,.558,.555,3.7,4.7,.798,2.4,4.9,7.3,1.7,0.4,1.7,1.9,2.8,17.9
2673,Jim McIlvaine,Career,,,NBA,,401,214,14.8,1.1,2.4,.446,0.0,0.0,.100,1.1,2.3,.450,.447,0.6,1.0,.551,1.2,1.9,3.1,0.3,0.3,1.7,0.6,2.6,2.7
2674,Jeff McInnis,Career,,,NBA,,576,334,27.7,3.8,8.8,.431,0.5,1.6,.328,3.3,7.2,.454,.461,1.2,1.6,.796,0.4,1.6,2.0,4.4,0.6,0.1,1.4,2.1,9.4
2678,Kevin McKenna,Career,,,NBA,,243,26,14.2,2.0,5.0,.414,0.4,1.2,.367,1.6,3.8,.428,.456,0.9,1.1,.819,0.4,0.9,1.3,1.4,0.8,0.1,0.8,2.0,5.4
2679,Forrest McKenzie,Career,,,NBA,,6,0,7.0,1.2,4.7,.250,0.2,0.3,.500,1.0,4.3,.231,.268,0.3,0.3,1.000,0.3,0.8,1.2,0.2,0.2,0.0,0.5,1.5,2.8
2681,Derrick McKey,Career,,,NBA,,937,639,29.1,4.2,8.6,.486,0.2,0.7,.316,4.0,7.9,.500,.498,2.4,3.1,.779,1.6,3.1,4.7,2.4,1.1,0.7,1.8,2.9,11.0
2682,Aaron McKie,Career,,,NBA,,793,287,24.2,2.9,6.5,.438,0.5,1.4,.350,2.4,5.1,.461,.475,1.2,1.5,.779,0.6,2.7,3.3,2.7,1.2,0.2,1.3,2.0,7.4
2683,Billy McKinney,Career,,,NBA,,476,65,19.3,3.3,6.6,.493,0.0,0.1,.063,3.3,6.5,.499,.493,1.5,1.8,.820,0.3,1.1,1.4,3.5,0.7,0.1,1.3,1.8,8.0
2685,Carlton McKinney,Career,,,NBA,,9,0,12.6,1.1,4.6,.244,0.0,0.1,.000,1.1,4.4,.250,.244,0.2,0.4,.500,0.4,1.0,1.4,0.8,0.7,0.1,0.8,1.8,2.4
2686,Trey McKinney-Jones,Career,,,NBA,,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,Alfonzo McKinnie,Career,,,NBA,,12,0,4.0,0.6,1.1,.538,0.3,0.7,.375,0.3,0.4,.800,.654,0.2,0.3,.667,0.0,0.5,0.5,0.1,0.1,0.1,0.3,0.6,1.6
2688,Ben McLemore,Career,,,NBA,,332,224,24.5,3.3,7.9,.415,1.2,3.4,.350,2.1,4.4,.467,.492,1.3,1.6,.785,0.5,2.0,2.5,1.2,0.7,0.2,1.3,2.3,9.0
2691,Keith McLeod,Career,,,NBA,,200,88,18.6,1.8,5.1,.357,0.3,1.0,.282,1.5,4.0,.376,.386,1.6,2.0,.800,0.2,1.1,1.3,2.7,0.7,0.1,1.3,1.8,5.5
2692,Roshown McLeod,Career,,,NBA,,113,45,18.8,3.0,7.3,.409,0.0,0.4,.111,2.9,6.9,.426,.412,1.2,1.5,.819,0.8,1.9,2.7,1.1,0.4,0.1,1.2,1.8,7.2
2694,Nate McMillan,Career,,,NBA,,796,373,25.7,2.3,5.2,.443,0.4,1.1,.343,1.9,4.1,.470,.479,1.0,1.5,.650,1.2,2.9,4.0,6.1,1.9,0.4,1.9,3.0,5.9
2695,Tom McMillen,Career,,,NBA,,729,54,20.3,3.3,6.9,.483,0.0,0.1,.120,3.3,6.8,.484,.483,1.5,1.8,.806,1.3,2.7,4.0,1.1,0.3,0.3,1.1,2.4,8.1
2700,Mark McNamara,Career,,,NBA,,278,25,9.7,1.3,2.5,.512,0.0,0.0,,1.3,2.5,.512,.512,0.9,1.7,.548,1.2,1.7,3.0,0.3,0.1,0.1,0.8,1.3,3.5
2702,Jerel McNeal,Career,,,NBA,,6,0,6.0,0.5,1.8,.273,0.2,0.3,.500,0.3,1.5,.222,.318,0.3,0.3,1.000,0.0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5
2703,Chris McNealy,Career,,,NBA,,108,22,17.3,1.7,3.7,.456,0.0,0.0,,1.7,3.7,.456,.456,1.0,1.5,.658,1.5,3.1,4.6,1.0,0.8,0.3,1.1,2.5,4.3
2707,Paul McPherson,Career,,,NBA,,55,0,10.8,2.0,3.9,.505,0.0,0.2,.167,1.9,3.7,.525,.509,0.8,1.1,.724,0.7,0.7,1.4,0.7,0.5,0.1,0.9,1.5,4.8
2708,Roy McPipe,Career,,,ABA,,5,,8.8,1.6,4.8,.333,0.4,0.8,.500,1.2,4.0,.300,.375,0.6,0.8,.750,0.4,0.6,1.0,0.2,0.2,0.0,2.0,1.0,4.2
2709,Cozell McQueen,Career,,,NBA,,3,0,2.3,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.3,0.0,0.3,2.0
2710,Jordan McRae,Career,,,NBA,,59,5,9.8,1.6,3.9,.404,0.5,1.2,.384,1.1,2.6,.413,.465,0.8,1.1,.774,0.2,0.9,1.0,0.7,0.2,0.1,0.5,0.8,4.4
2712,Josh McRoberts,Career,,,NBA,,433,179,19.1,2.1,4.6,.463,0.5,1.3,.340,1.7,3.2,.514,.513,0.7,1.0,.705,1.1,2.8,3.9,2.1,0.5,0.4,0.9,1.9,5.4
2715,Stanislav Medvedenko,Career,,,NBA,,263,58,12.7,2.2,5.0,.450,0.0,0.0,.154,2.2,4.9,.453,.451,0.8,1.1,.740,1.3,1.6,2.8,0.5,0.3,0.2,0.6,2.0,5.3
2716,Darnell Mee,Career,,,NBA,,40,0,7.3,0.7,2.3,.312,0.2,0.7,.222,0.6,1.7,.348,.344,0.3,0.7,.444,0.4,0.5,0.9,0.5,0.4,0.3,0.5,0.9,1.9
2717,Jodie Meeks,Career,,,NBA,,514,204,22.9,3.1,7.5,.418,1.5,3.9,.371,1.7,3.6,.469,.515,1.7,1.9,.880,0.3,1.8,2.1,1.1,0.8,0.1,0.8,1.2,9.4
2719,Scott Meents,Career,,,NBA,,39,0,5.2,0.7,1.8,.361,0.0,0.0,1.000,0.6,1.8,.352,.368,0.5,0.7,.704,0.3,0.8,1.0,0.4,0.3,0.2,0.4,0.4,1.8
2723,Salah Mejri,Career,,,NBA,,162,18,12.1,1.3,2.1,.642,0.0,0.0,.143,1.3,2.0,.653,.643,0.6,1.0,.582,1.3,2.8,4.1,0.3,0.4,1.0,0.6,2.0,3.3
2724,Gal Mekel,Career,,,NBA,,35,1,9.6,0.9,3.0,.311,0.1,0.7,.217,0.8,2.4,.337,.335,0.2,0.3,.667,0.1,0.7,0.8,2.2,0.2,0.0,0.9,0.9,2.3
2725,Bill Melchionni,Career,,,TOT,,646,,26.0,4.3,9.3,.459,0.1,0.3,.236,4.2,9.0,.465,.462,2.1,2.5,.809,0.4,1.7,2.0,5.0,0.9,0.1,2.5,2.2,10.6
2727,Fab Melo,Career,,,NBA,,6,0,6.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.2,0.7,.250,0.0,0.5,0.5,0.0,0.3,0.3,0.2,1.2,1.2
2731,John Mengelt,Career,,,NBA,,636,,20.1,3.8,7.9,.479,0.0,0.2,.000,3.8,7.9,.480,.479,2.2,2.7,.809,0.4,1.4,1.9,2.1,0.7,0.1,1.4,2.0,9.8
2733,Pops Mensah-Bonsu,Career,,,NBA,,61,0,8.3,1.0,2.6,.410,0.0,0.0,.000,1.0,2.5,.416,.410,0.9,1.5,.589,1.4,1.6,3.0,0.2,0.2,0.2,0.7,1.3,3.0
2735,Ron Mercer,Career,,,NBA,,432,278,31.1,5.8,13.4,.429,0.1,0.6,.250,5.6,12.9,.437,.434,2.0,2.4,.808,0.9,2.2,3.1,2.1,1.1,0.3,1.6,2.0,13.6
2736,Joe Meriweather,Career,,,NBA,,670,119,22.1,3.2,6.3,.511,0.0,0.0,.333,3.2,6.3,.511,.511,1.6,2.4,.687,1.9,3.7,5.6,0.9,0.5,1.2,1.4,3.4,8.1
2740,Loren Meyer,Career,,,NBA,,140,54,14.6,1.9,4.3,.432,0.1,0.2,.348,1.8,4.1,.435,.439,0.8,1.2,.696,1.2,2.2,3.4,0.6,0.2,0.4,1.0,2.7,4.6
2741,Dave Meyers,Career,,,NBA,,281,,26.6,4.3,9.3,.461,0.0,0.1,.200,4.3,9.3,.461,.461,2.6,3.9,.676,1.9,4.4,6.3,2.3,1.0,0.5,2.5,2.7,11.2
2743,Larry Micheaux,Career,,,NBA,,96,0,9.3,1.5,2.6,.567,0.0,0.0,.000,1.5,2.5,.574,.567,0.5,0.9,.610,1.1,1.6,2.7,0.5,0.4,0.3,0.6,1.3,3.4
2744,Jordan Mickey,Career,,,NBA,,60,3,7.3,0.9,2.1,.447,0.0,0.2,.083,0.9,1.9,.486,.451,0.4,0.7,.600,0.6,1.4,2.0,0.3,0.1,0.4,0.4,0.8,2.3
2745,Khris Middleton,Career,,,NBA,,358,286,31.6,5.5,12.0,.453,1.5,3.9,.390,3.9,8.2,.483,.515,2.4,2.8,.872,0.6,3.5,4.1,3.0,1.3,0.2,1.8,2.7,14.9
2747,Chris Mihm,Career,,,NBA,,436,256,20.1,2.9,6.3,.459,0.0,0.0,.231,2.9,6.2,.460,.459,1.7,2.5,.704,2.0,3.3,5.3,0.5,0.3,1.0,1.2,2.9,7.5
2753,Aaron Miles,Career,,,NBA,,19,0,6.2,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.2,0.2,1.000,0.0,0.7,0.7,1.3,0.2,0.1,0.6,0.7,0.8
2754,C.J. Miles,Career,,,NBA,,766,302,20.7,3.5,8.4,.417,1.5,4.1,.364,2.0,4.4,.466,.504,1.3,1.6,.808,0.4,2.0,2.4,1.1,0.7,0.3,0.9,2.2,9.8
2755,Darius Miles,Career,,,NBA,,446,190,26.3,4.2,8.9,.472,0.0,0.3,.168,4.2,8.6,.482,.474,1.7,2.8,.590,1.3,3.6,4.9,1.9,0.9,1.1,2.0,2.3,10.1
2757,Marko Milic,Career,,,NBA,,44,0,4.9,1.1,1.9,.560,0.1,0.2,.429,1.0,1.8,.571,.577,0.3,0.4,.647,0.3,0.4,0.7,0.3,0.3,0.0,0.6,0.5,2.5
2758,Darko Milicic,Career,,,NBA,,468,208,18.5,2.6,5.6,.460,0.0,0.0,.000,2.6,5.5,.461,.460,0.9,1.6,.574,1.3,2.9,4.2,0.9,0.4,1.3,1.2,2.3,6.0
2760,Andre Miller,Career,,,NBA,,1304,939,30.9,4.6,10.0,.461,0.1,0.7,.217,4.5,9.4,.478,.468,3.1,3.8,.807,1.1,2.6,3.7,6.5,1.2,0.2,2.4,2.2,12.5
2761,Anthony Miller,Career,,,NBA,,181,15,9.0,1.1,2.1,.510,0.0,0.0,.250,1.1,2.1,.516,.513,0.6,1.1,.576,1.0,1.7,2.7,0.4,0.3,0.1,0.5,1.3,2.8
2763,Bob Miller,Career,,,NBA,,2,0,4.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,1.0,1.5,2.5,0.5,0.0,0.5,0.0,2.5,2.0
2764,Brad Miller,Career,,,NBA,,868,598,28.3,4.0,8.3,.480,0.2,0.7,.330,3.7,7.6,.494,.494,3.0,3.8,.804,2.0,5.2,7.1,2.8,0.7,0.7,1.6,2.7,11.2
2765,Darius Miller,Career,,,NBA,,163,12,17.7,1.7,3.9,.439,1.0,2.5,.400,0.7,1.4,.506,.566,0.5,0.6,.857,0.2,1.4,1.6,1.0,0.4,0.2,0.5,1.9,5.0
2766,Dick Miller,Career,,,NBA,,8,,6.6,0.5,1.1,.444,0.0,0.1,.000,0.5,1.0,.500,.444,0.0,0.0,,0.3,0.6,0.9,0.6,0.5,0.0,1.0,0.6,1.0
2770,Larry Miller,Career,,,ABA,,486,,30.7,5.0,11.7,.432,0.2,0.7,.248,4.9,11.0,.444,.439,3.3,4.6,.724,1.9,3.1,5.0,2.4,0.7,0.1,1.9,2.2,13.6
2771,Malcolm Miller,Career,,,NBA,,6,0,4.8,0.5,1.3,.375,0.5,1.2,.429,0.0,0.2,.000,.563,0.0,0.0,,0.2,0.7,0.8,0.2,0.0,0.0,0.0,0.3,1.5
2772,Mike Miller,Career,,,NBA,,1032,570,26.9,3.9,8.5,.459,1.5,3.8,.407,2.4,4.7,.502,.550,1.3,1.7,.769,0.6,3.6,4.2,2.6,0.6,0.2,1.5,2.0,10.6
2773,Oliver Miller,Career,,,NBA,,493,196,23.0,3.1,5.8,.534,0.0,0.1,.116,3.1,5.7,.541,.535,1.1,1.7,.639,1.9,4.0,5.9,2.2,0.9,1.5,1.9,3.0,7.4
2774,Quincy Miller,Career,,,NBA,,69,16,13.5,1.6,4.4,.350,0.5,1.6,.292,1.1,2.8,.383,.404,0.7,1.0,.706,0.6,1.9,2.4,0.5,0.4,0.5,0.8,1.2,4.3
2775,Reggie Miller,Career,,,NBA,,1389,1304,34.3,5.9,12.6,.471,1.8,4.7,.395,4.1,7.9,.516,.544,4.5,5.1,.888,0.6,2.4,3.0,3.0,1.1,0.2,1.7,2.0,18.2
2777,Chris Mills,Career,,,NBA,,568,328,30.4,4.2,9.8,.432,0.8,2.2,.351,3.4,7.6,.455,.471,2.0,2.4,.817,1.4,3.6,4.9,1.9,0.7,0.4,1.3,2.7,11.2
2779,Patty Mills,Career,,,NBA,,503,34,17.9,3.0,6.8,.434,1.4,3.6,.393,1.6,3.3,.479,.537,0.7,0.9,.841,0.3,1.3,1.6,2.2,0.6,0.1,1.0,1.2,8.1
2780,Terry Mills,Career,,,NBA,,678,303,24.2,4.2,9.2,.457,0.8,2.0,.384,3.4,7.1,.478,.500,1.4,1.8,.781,1.5,3.9,5.4,1.3,0.6,0.4,1.3,2.8,10.6
2781,Elijah Millsap,Career,,,NBA,,69,5,16.2,1.3,4.1,.327,0.4,1.5,.279,0.9,2.6,.356,.379,1.0,1.5,.679,0.5,2.2,2.8,1.1,0.9,0.3,1.1,2.3,4.2
2782,Paul Millsap,Career,,,NBA,,855,576,29.5,5.4,10.9,.491,0.4,1.3,.329,4.9,9.6,.513,.510,3.1,4.2,.736,2.3,5.2,7.4,2.3,1.3,1.0,1.8,3.1,14.2
2783,Harold Miner,Career,,,NBA,,200,47,18.7,3.5,7.5,.460,0.1,0.4,.311,3.3,7.2,.468,.468,2.0,2.5,.785,1.0,1.2,2.2,1.2,0.4,0.1,1.4,1.9,9.0
2784,Yao Ming,Career,,,NBA,,486,476,32.5,7.0,13.3,.524,0.0,0.0,.200,7.0,13.2,.525,.525,5.1,6.1,.833,2.5,6.7,9.2,1.6,0.4,1.9,2.7,3.3,19.0
2785,Dirk Minniefield,Career,,,NBA,,222,60,17.1,2.2,4.7,.470,0.1,0.4,.272,2.1,4.3,.489,.481,0.8,1.1,.739,0.5,1.2,1.7,3.8,0.9,0.0,1.6,2.1,5.3
2787,Greg Minor,Career,,,NBA,,277,93,18.6,2.9,6.0,.478,0.1,0.4,.226,2.8,5.6,.495,.485,1.0,1.4,.767,0.9,1.7,2.7,1.4,0.6,0.2,0.8,1.7,6.9
2789,Nikola Mirotic,Career,,,NBA,,253,62,23.4,3.8,9.1,.416,1.8,5.0,.356,2.0,4.1,.491,.515,2.2,2.7,.798,0.9,4.6,5.5,1.3,0.8,0.7,1.2,2.1,11.5
2791,Jason Miskiri,Career,,,NBA,,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2792,Donovan Mitchell,Career,,,NBA,,59,51,32.5,7.3,16.7,.439,2.4,6.7,.350,5.0,9.9,.499,.510,2.7,3.3,.834,0.6,2.9,3.5,3.5,1.5,0.4,2.7,2.8,19.7
2794,Mike Mitchell,Career,,,NBA,,759,443,32.3,8.4,17.0,.493,0.0,0.1,.216,8.4,16.9,.495,.494,3.0,3.8,.779,2.0,3.6,5.6,1.3,0.7,0.5,1.7,2.7,19.8
2796,Sam Mitchell,Career,,,NBA,,994,322,22.4,3.2,7.2,.447,0.1,0.3,.223,3.2,7.0,.456,.451,2.1,2.7,.784,1.3,2.5,3.7,1.1,0.6,0.3,0.8,2.5,8.7
2797,Todd Mitchell,Career,,,NBA,,24,0,14.7,1.8,4.0,.443,0.0,0.0,,1.8,4.0,.443,.443,1.5,2.7,.578,0.8,1.3,2.1,0.9,0.7,0.1,1.4,2.1,5.1
2798,Tony Mitchell,Career,,,NBA,,3,0,3.3,1.0,1.7,.600,0.0,0.3,.000,1.0,1.3,.750,.600,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,2.0
2799,Tony Mitchell,Career,,,NBA,,21,0,3.8,0.2,0.6,.417,0.0,0.0,1.000,0.2,0.5,.364,.458,0.5,0.9,.579,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1.0
2800,Naz Mitrou-Long,Career,,,NBA,,1,0,1.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2801,Steve Mix,Career,,,TOT,,788,20,23.9,4.1,8.2,.499,0.0,0.1,.286,4.1,8.1,.499,.499,2.5,3.1,.803,1.9,3.5,5.3,1.8,1.2,0.2,1.3,2.1,10.6
2803,Cuttino Mobley,Career,,,NBA,,747,581,37.0,5.8,13.4,.433,1.5,3.8,.378,4.3,9.5,.455,.487,3.0,3.6,.835,0.7,3.2,3.9,2.7,1.2,0.4,2.0,2.3,16.0
2804,Eric Mobley,Career,,,NBA,,113,38,13.9,1.6,2.9,.541,0.0,0.0,.750,1.6,2.9,.538,.545,0.7,1.4,.475,1.2,1.9,3.1,0.5,0.2,0.5,0.9,1.7,3.9
2808,Nazr Mohammed,Career,,,NBA,,1005,354,15.8,2.4,4.9,.486,0.0,0.0,.000,2.4,4.9,.487,.486,1.0,1.6,.640,1.8,2.9,4.7,0.4,0.4,0.6,0.9,2.1,5.8
2809,Jerome Moiso,Career,,,NBA,,145,3,9.6,1.1,2.2,.489,0.0,0.0,.000,1.1,2.2,.494,.489,0.5,0.8,.593,0.9,1.9,2.7,0.3,0.3,0.5,0.7,1.3,2.7
2810,Paul Mokeski,Career,,,NBA,,694,38,14.0,1.6,3.5,.451,0.0,0.1,.216,1.6,3.4,.456,.453,0.8,1.2,.694,1.0,2.4,3.4,0.7,0.3,0.4,0.8,2.6,4.0
2813,Sidney Moncrief,Career,,,NBA,,767,513,30.2,5.4,10.7,.502,0.1,0.5,.284,5.2,10.2,.513,.509,4.7,5.6,.831,1.9,2.8,4.7,3.6,1.2,0.3,2.0,2.1,15.6
2814,Eric Money,Career,,,NBA,,426,,25.4,5.3,10.6,.494,0.0,0.0,,5.3,10.6,.494,.494,1.7,2.3,.748,0.8,1.3,2.1,3.8,1.2,0.1,3.4,2.7,12.2
2815,Sergei Monia,Career,,,NBA,,26,15,13.2,1.1,3.3,.333,0.3,1.3,.265,0.8,2.0,.377,.385,0.4,0.5,.714,0.4,1.6,2.0,0.7,0.3,0.2,0.5,1.6,3.0
2816,Malik Monk,Career,,,NBA,,45,0,11.4,1.6,5.1,.323,1.0,2.9,.328,0.7,2.2,.316,.417,0.3,0.4,.706,0.0,0.7,0.8,1.1,0.2,0.1,0.5,0.8,4.5
2817,Earl Monroe,Career,,,NBA,,926,,32.0,7.5,16.1,.464,0.0,0.0,,7.5,16.1,.464,.464,3.9,4.9,.807,0.6,2.1,3.0,3.9,1.0,0.3,1.6,2.6,18.8
2818,Greg Monroe,Career,,,NBA,,570,415,29.1,5.5,10.8,.514,0.0,0.0,.000,5.5,10.8,.515,.514,2.7,3.9,.704,2.9,5.7,8.6,2.2,1.1,0.6,2.0,2.3,13.8
2819,Rodney Monroe,Career,,,NBA,,38,0,8.2,1.4,3.8,.368,0.2,0.7,.222,1.2,3.1,.402,.389,0.5,0.6,.826,0.3,0.6,0.9,0.7,0.3,0.1,0.6,0.5,3.4
2820,Luis Montero,Career,,,NBA,,14,0,3.6,0.4,1.4,.250,0.1,0.6,.111,0.3,0.8,.364,.275,0.2,0.3,.750,0.0,0.4,0.4,0.1,0.0,0.0,0.4,0.1,1.0
2822,Eric Montross,Career,,,NBA,,465,288,18.2,1.9,3.9,.490,0.0,0.0,.000,1.9,3.9,.491,.490,0.6,1.3,.478,1.5,3.1,4.6,0.4,0.3,0.6,0.9,2.7,4.5
2823,Jamario Moon,Career,,,NBA,,286,157,22.6,2.5,5.5,.461,0.6,1.9,.329,1.9,3.6,.530,.518,0.6,0.8,.803,0.7,3.6,4.3,1.0,0.8,0.8,0.5,1.5,6.3
2825,Andre Moore,Career,,,NBA,,10,0,5.0,0.9,2.7,.333,0.0,0.0,,0.9,2.7,.333,.333,0.6,0.8,.750,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0.6,2.4
2826,Ben Moore,Career,,,NBA,,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0
2827,E'Twaun Moore,Career,,,NBA,,441,127,20.5,3.0,6.6,.450,0.9,2.2,.382,2.1,4.4,.484,.514,0.5,0.7,.739,0.4,1.5,1.9,1.8,0.7,0.2,0.9,1.5,7.4
2828,Gene Moore,Career,,,ABA,,465,,25.3,5.0,10.8,.467,0.0,0.1,.303,5.0,10.7,.468,.468,2.0,2.9,.679,3.4,6.0,9.4,1.4,0.5,1.4,2.5,3.7,12.0
2830,Johnny Moore,Career,,,NBA,,520,333,25.8,3.8,8.4,.460,0.2,0.7,.251,3.7,7.6,.480,.471,1.5,2.2,.712,0.8,2.2,3.0,7.4,2.0,0.2,2.2,2.5,9.4
2832,Lowes Moore,Career,,,NBA,,112,3,18.9,2.8,6.3,.442,0.1,0.5,.200,2.7,5.8,.462,.450,1.0,1.4,.750,0.5,1.5,2.0,2.8,0.8,0.2,1.4,2.4,6.7
2833,Mikki Moore,Career,,,NBA,,564,181,18.2,2.3,4.1,.551,0.0,0.0,.154,2.2,4.1,.553,.551,1.3,1.7,.743,1.4,2.5,3.9,0.7,0.3,0.5,1.0,2.7,5.8
2836,Ron Moore,Career,,,NBA,,14,0,4.2,0.6,2.1,.310,0.0,0.0,,0.6,2.1,.310,.310,0.4,0.6,.750,0.1,0.4,0.6,0.1,0.4,0.0,0.3,1.5,1.7
2837,Tracy Moore,Career,,,NBA,,119,6,14.5,2.5,6.2,.404,0.6,1.9,.344,1.9,4.3,.430,.456,1.3,1.6,.838,0.6,0.9,1.5,1.0,0.5,0.1,0.8,1.6,7.0
